Question_ID,Answer_ID,Question_Text,Answer_Text,Category,Parent_Answer_ID,Hierarchy_Level,Is_Selectable,Axis_Energy,Axis_Pace,Axis_Orientation,Axis_Structure,Axis_Expression,Alignment_Type,Alignment_ID,Alignment_Name,Alignment_Components,Alignment_Text
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_RED_RECHARGE_MEDITATING,Red and Meditation – Harmony of Energy and Stillness,COLOR_RED+RECHARGE_MEDITATING,"Red brings energy, while Meditation centers and contains it. This harmony creates controlled presence — where action remains, but moves with awareness instead of urgency."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_RED_PATTERN_CALM,Red and Calm – Harmony of Strength and Stillness,COLOR_RED+PATTERN_CALM,"Red provides drive, while Calm stabilizes and sustains it. This harmony forms steady strength — consistent, grounded action without fluctuation."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_BLUE,Blue - The Strength That Flows,COLOR_BLUE,"Blue moves with calm, clarity, and control. It creates quiet strength — steady, intentional, and guided by awareness rather than force."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLUE_COLOR_GREEN,Blue and Green - Synergy of Peace and Renewal,COLOR_BLUE+COLOR_GREEN,"Blue provides stability and clarity, while Green drives growth and renewal. This synergy creates guided progress — balanced development that unfolds with direction."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLUE_COLOR_PURPLE,Blue and Purple - Synergy of Wisdom and Wonder,COLOR_BLUE+COLOR_PURPLE,"Blue provides clarity and grounding, while Purple expands imagination and depth. This synergy creates understood creativity — insight shaped by both feeling and awareness."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLUE_MEDIA_MUSIC_JAZZ,Blue and Jazz / Lo-Fi - Synergy of Reflection and Flow,COLOR_BLUE+MEDIA_MUSIC_JAZZ,"Blue provides calm and continuity, while coastal rhythms add movement and release. This synergy creates balanced renewal — a steady flow between stillness and motion."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLUE_ENV_WATER_BEACHES,Blue and Beaches & Coastal Shores - Synergy of Flow and Freedom,COLOR_BLUE+ENV_WATER_BEACHES,"When Blue’s calm merges with the coast’s open rhythm, peace becomes movement. The tide teaches balance — retreat and return, inhale and release. This synergy brings renewal through rhythm: the kind of stillness that only exists in motion."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLUE_PATTERN_CALM,Blue and Calm - Synergy of Depth and Ease,COLOR_BLUE+PATTERN_CALM,"Blue brings steady awareness, while Calm stabilizes and sustains it. This synergy creates lasting stillness — clarity that holds without fluctuation."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLUE_COLOR_RED,Blue and Red - Harmony of Focus and Fire,COLOR_BLUE+COLOR_RED,"Blue provides control and direction, while Red drives action and intensity. This harmony creates purposeful action — energy that moves with precision instead of reaction."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLUE_COLOR_YELLOW,Blue and Yellow - Harmony of Clarity and Warmth,COLOR_BLUE+COLOR_YELLOW,"Blue provides steadiness and reflection, while Yellow adds clarity and illumination. This harmony creates actionable insight — awareness that is both grounded and ready to move."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLUE_MEDIA_MUSIC_ROCK,Blue and Rock / Metal - Harmony of Depth and Defiance,COLOR_BLUE+MEDIA_MUSIC_ROCK,"Blue brings control and depth, while Rock and Metal add intensity and force. This harmony creates restrained power — energy that is directed, expressed, and resolved with purpose."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLUE_ENV_CITY_DOWNTOWN,Blue and Downtown Energy - Harmony of Stillness and Motion,COLOR_BLUE+ENV_CITY_DOWNTOWN,"Blue provides calm focus, while Downtown introduces movement and external energy. This harmony creates composed motion — the ability to act clearly within noise and activity."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLUE_PATTERN_EXCITED,Blue and Excited - Harmony of Energy and Equilibrium,COLOR_BLUE+PATTERN_EXCITED,"Blue brings stability and control, while Excitement adds surge and intensity. This harmony creates regulated energy — sustained momentum without loss of control."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_GREEN,Green - The Essence of Renewal and Balance,COLOR_GREEN,Green builds through steady attention and consistency. It creates sustained growth — development that renews and stabilizes over time.
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_GREEN_ENV_NATURE_FORESTS,Green and Forests & Dense Woods - Synergy of Renewal and Belonging,COLOR_GREEN+ENV_NATURE_FORESTS,"Green drives growth and renewal, while the forest provides depth and environment. This synergy creates immersive growth — development that is constant, grounded, and lived within."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_GREEN_NAV_GROUNDED,Green and Grounded - Synergy of Presence and Patience,COLOR_GREEN+NAV_GROUNDED,"Green brings steady growth, while Grounded provides stability and direction. This synergy creates reliable progress — development that remains consistent and controlled over time."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_GREEN_RECHARGE_EXERCISING,Green and Exercising - Synergy of Movement and Renewal,COLOR_GREEN+RECHARGE_EXERCISING,"Green provides growth and recovery, while Exercising adds physical action and repetition. This synergy creates active renewal — progress built through effort, recovery, and continuous cycles."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_GREEN_EXP_PROBLEM_SOLVING,Green and Problem-Solving - Synergy of Focus and Flourish,COLOR_GREEN+EXP_PROBLEM_SOLVING,"Green drives long-term growth, while Problem-Solving adds structure and decision-making. This synergy creates intentional progress — challenges turned into systems that produce measurable development."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_GREEN_COLOR_ORANGE,Green and Orange - Harmony of Play and Purpose,COLOR_GREEN+COLOR_ORANGE,"Green provides steady growth and structure, while Orange adds expression and creative energy. This harmony creates directed momentum — expansion that stays grounded and sustainable."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_GREEN_MEDIA_MUSIC_POP,Green and Pop / Dance - Harmony of Flow and Expression,COLOR_GREEN+MEDIA_MUSIC_POP,"Green brings consistency and renewal, while Pop and Dance add rhythm and repetition. This harmony creates reinforcing progress — movement that becomes sustained, engaging habit."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_GREEN_ENV_CITY_DOWNTOWN,Green and Downtown Energy - Harmony of Stillness and Motion,COLOR_GREEN+ENV_CITY_DOWNTOWN,"Green provides stability and control, while Downtown introduces pace and external pressure. This harmony creates controlled momentum — action that adapts without losing structure."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_GREEN_GOAL_CONFIDENCE,Green and Confidence & Intention – Harmony of Courage and Centering,COLOR_GREEN+GOAL_CONFIDENCE,"Green brings composure and steady growth, while Confidence adds decisiveness and intent. This harmony creates self-trust — deliberate action built on consistency rather than impulse."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_PURPLE,Purple – The Essence of Intuition and Imagination,COLOR_PURPLE,"Purple connects perception, pattern, and meaning before full clarity forms. It creates intuitive insight — ideas shaped into expression through reflection and translation."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_MEDIA_MUSIC_JAZZ,Purple and Jazz / Lo-Fi - Synergy of Reflection and Rhythm,COLOR_PURPLE+MEDIA_MUSIC_JAZZ,"Purple provides intuition and internal processing, while Jazz and Lo-Fi add tempo and variation. This synergy creates structured reflection — insight organized into continuous, expressive flow."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_ENV_CITY_ROOFTOPS,Purple and Rooftops & Night Views - Synergy of Vision and Solitude,COLOR_PURPLE+ENV_CITY_ROOFTOPS,"Purple brings imagination and depth, while Rooftops add distance and perspective. This synergy creates contextual clarity — ideas seen fully, shaped with intention."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_MEDIA_BOOKS_FANTASY,Purple and Fantasy - Synergy of Story and Soul,COLOR_PURPLE+MEDIA_BOOKS_FANTASY,"Purple provides intuition and abstract insight, while Fantasy gives narrative form and symbolic structure. This synergy creates interpretive storytelling — inner states explored and understood through story."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_EXP_WRITING,Purple and Writing - Synergy of Thought and Story,COLOR_PURPLE+EXP_WRITING,"Purple brings internal insight, while Writing provides structure and language. This synergy creates clear expression — intuition translated into communicable form."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_EXP_STYLE,Purple and Style - Synergy of Identity and Imagination,COLOR_PURPLE+EXP_STYLE,"Purple provides internal identity and vision, while Style externalizes through aesthetic and presentation. This synergy creates visible identity — self-concept expressed with control and intention."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_EXP_MOVEMENT,Purple and Movement – Synergy of Emotion and Flow,COLOR_PURPLE+EXP_MOVEMENT,"Purple provides internal emotion and depth, while Movement translates that energy into physical rhythm and form. This synergy creates embodied expression — feeling made visible and processable through motion."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_PURPLE_RECHARGE_CREATING,Purple and Creating - Synergy of Imagination and Manifestation,COLOR_PURPLE+RECHARGE_CREATING,"Purple provides abstract ideas and intuition, while Creating applies iteration and structure. This synergy creates tangible output — imagination built, refined, and made usable."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_EXP_CONVERSATION,Purple and Conversation - Harmony of Depth and Dialogue,COLOR_PURPLE+EXP_CONVERSATION,"Purple provides internal insight, while Conversation introduces exchange and feedback. This harmony creates refined understanding — ideas clarified and strengthened through interaction."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_EXP_SILENCE,Purple and Silence - Harmony of Thought and Rest,COLOR_PURPLE+EXP_SILENCE,"Purple provides internal processing, while Silence removes input and distraction. This harmony creates stabilized clarity — patterns recognized and ideas formed through uninterrupted focus."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_EXP_HUMOR,Purple and Humor – Harmony of Lightness and Insight,COLOR_PURPLE+EXP_HUMOR,"Purple provides depth and complexity, while Humor reframes through timing and perspective. This harmony creates accessible truth — insight delivered with clarity and reduced tension."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_RECHARGE_MEDITATING,Purple and Meditating - Harmony of Structure and Stillness,COLOR_PURPLE+RECHARGE_MEDITATING,"Purple provides imagination and internal processing, while Meditation filters input and stabilizes attention. This harmony creates refined awareness — intuition clarified and sustained through focused stillness."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_RECHARGE_READING,Purple and Reading - Harmony of Learning and Imagination,COLOR_PURPLE+RECHARGE_READING,"Purple provides internal insight, while Reading introduces external perspective and information. This harmony creates expanded understanding — imagination shaped and deepened by context."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_RECHARGE_LEARNING,Purple and Learning - Harmony of Insight and Understanding,COLOR_PURPLE+RECHARGE_LEARNING,"Purple provides intuition and abstract ideas, while Learning applies structure and validation. This harmony creates usable insight — curiosity refined into clear, grounded understanding."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_PURPLE_RECHARGE_PLANNING,Purple and Planning - Harmony of Vision and Discipline,COLOR_PURPLE+RECHARGE_PLANNING,"Purple provides imagination and possibility, while Planning organizes into structure and sequence. This harmony creates executable vision — creativity translated into clear, directed action."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_YELLOW,Yellow - The Light That Clarifies,COLOR_YELLOW,"Yellow provides clarity and illumination, revealing connections and meaning without force. This creates focused awareness — ideas guided with direction, warmth, and intentional curiosity."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_YELLOW_MEDIA_MUSIC_POP,Yellow and Pop / Dance – Synergy of Radiance and Rhythm,COLOR_YELLOW+MEDIA_MUSIC_POP,"Yellow provides clarity and optimism, while Pop and Dance add tempo and forward momentum. This synergy creates energized expression — joy translated into sustained, rhythmic action."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_YELLOW_ENV_NATURE_FIELDS,Yellow and Open Fields & Grasslands – Synergy of Freedom and Flow,COLOR_YELLOW+ENV_NATURE_FIELDS,"Yellow provides clarity and light, while Open Fields introduce space and openness. This synergy creates unpressured movement — awareness expanded, direction guided with ease."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_YELLOW_PATTERN_HOPEFUL,Yellow and Hopeful – Synergy of Vision and Momentum,COLOR_YELLOW+PATTERN_HOPEFUL,"Yellow provides clarity and direction, while Hopeful adds optimism and forward expectation. This synergy creates intentional progress — belief shaped into steady, purposeful movement."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_YELLOW_GOAL_JOY,Yellow and Joy & Happiness - Synergy of Purpose and Presence,COLOR_YELLOW+GOAL_JOY,"Yellow provides clarity and awareness, while Joy adds emotional uplift and engagement. This synergy creates active fulfillment — presence guiding action with consistent, positive direction."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_YELLOW_BLUE,Yellow and Blue - Harmony of Warmth and Calm,COLOR_YELLOW+COLOR_BLUE,"Yellow provides brightness and clarity, while Blue adds composure and control. This harmony creates balanced movement — optimism stabilized into steady, intentional progress."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_YELLOW_BLACK,Yellow and Black - Harmony of Light and Depth,COLOR_YELLOW+COLOR_BLACK,"Yellow provides clarity and illumination, while Black adds structure and constraint. This harmony creates directed precision — ideas focused, contained, and executed with control."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_YELLOW_PATTERN_TIRED,Yellow and Tired – Harmony of Renewal and Resilience,COLOR_YELLOW+PATTERN_TIRED,"Yellow provides awareness and clarity, while Tired reflects depleted energy and fatigue. This harmony creates sustainable recovery — energy restored through direction, not force."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_ORANGE,Orange - The Spark of Creation,COLOR_ORANGE,"Orange provides expressive energy and enthusiasm, turning impulse into directed action. This creates forward momentum — ideas moved into purposeful, controlled execution."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_ORANGE_COLOR_RED,Orange and Red - Synergy of Passion and Drive,COLOR_ORANGE+COLOR_RED,"Orange provides creativity and expression, while Red adds determination and force. This synergy creates productive intensity — ideas driven forward with strength and sustained execution."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_ORANGE_COLOR_YELLOW,Orange and Yellow - Synergy of Vitality and Joy,COLOR_ORANGE+COLOR_YELLOW,"Orange provides expressive energy, while Yellow adds clarity and direction. This synergy creates guided momentum — enthusiasm focused into steady, purposeful progress."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_ORANGE_MEDIA_MUSIC_POP,Orange and Pop/Dance - Synergy of Motion and Momentum,COLOR_ORANGE+MEDIA_MUSIC_POP,"Orange provides creative energy and expression, while Pop and Dance add rhythm and repetition.
This synergy creates sustained momentum — ideas translated into consistent, energetic, and directed movement."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_ORANGE_MEDIA_MUSIC_HIPHOP,Orange and Hip-Hop/R&B – Synergy of Flow and Fire,COLOR_ORANGE+MEDIA_MUSIC_HIPHOP,"Orange provides spontaneity and expressive energy, while Hip-Hop and R&B add structure, rhythm, and voice. This synergy creates controlled expression — raw energy shaped into clear, intentional, and consistent output."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_ORANGE_ENV_CITY_DOWNTOWN,Orange and Downtown Energy - Synergy of Creativity and Confidence,COLOR_ORANGE+ENV_CITY_DOWNTOWN,"Orange provides expressive energy and creativity, while Downtown environments add stimulation and pace.
This synergy creates adaptive output — ideas shaped through interaction, staying focused and effective under pressure."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_ORANGE_COLOR_BLUE,Orange and Blue - Harmony of Warmth and Calm,COLOR_ORANGE+COLOR_BLUE,"Orange provides creative energy and movement, while Blue adds composure and structure.
This harmony creates guided creativity — intensity balanced into steady, intentional, and controlled action."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_ORANGE_COLOR_GREEN,Orange and Green - Harmony of Vitality and Balance,COLOR_ORANGE+COLOR_GREEN,"Orange provides forward momentum and expression, while Green adds stability and sustained growth.
This harmony creates sustainable progress — energy directed into consistent, productive, and long-term development."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_ORANGE_ENV_NATURE_GARDENS,Orange and Gardens & Blooming Spaces - Harmony of Creation and Renewal,COLOR_ORANGE+ENV_NATURE_GARDENS,"Orange provides creative energy and expression, while gardens and blooming environments add natural cycles and restoration.
This harmony creates sustainable creativity — output balanced with recovery, forming consistent, long-term creative flow."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_WHITE,White - The Still Point,COLOR_WHITE,"White provides mental space, reduced input, and neutral awareness for clarity.
This state creates precise focus — thoughts organized, decisions deliberate, and action controlled and intentional."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_WHITE_MUSIC_CLASSICAL,White and Classical/Instrumental - Synergy of Ordered Clarity,COLOR_WHITE+MEDIA_MUSIC_CLASSICAL,"White provides clarity and reduced noise, while planning adds sequence, structure, and direction.
This synergy creates actionable focus — priorities organized into clear steps, enabling steady, intentional progress."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_WHITE_RECHARGE_PLANNING,White and Planning - Synergy of Vision and Structure,COLOR_WHITE+RECHARGE_PLANNING,"White provides neutral awareness and clarity, while sensitivity adds heightened emotional input.
This synergy creates regulated perception — emotions processed clearly, responses measured, and understanding stable and balanced."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_WHITE_PATTERN_SENSITIVE,White and Sensitive - Synergy of Openness and Understanding,COLOR_WHITE+PATTERN_SENSITIVE,"White provides neutral awareness and clarity, while sensitivity adds heightened emotional input.
This synergy creates controlled emotional processing — feelings interpreted clearly, responses measured, and understanding stable."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_WHITE_RECHARGE_READING,White and Reading — Synergy of Quiet Focus and Inner Clarity,COLOR_WHITE+RECHARGE_READING,"White provides reduced stimulation and mental space, while reading adds structured external input.
This synergy creates sustained focus — information absorbed, organized, and integrated for clear thinking and learning."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_WHITE_WHITE_BLACK,White and Black - Harmony of Light and Shadow,COLOR_WHITE+COLOR_BLACK,"White provides clarity and boundaries, while Black adds depth and complexity.
This harmony creates balanced perception — opposing ideas structured, evaluated, and understood without conflict."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_WHITE_COLOR_RED,White and Red - Harmony of Calm and Courage,COLOR_WHITE+COLOR_RED,"White provides composure and clarity, while Red adds intensity and action.
This harmony creates controlled execution — energy directed with intention, producing focused and sustained movement."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_WHITE_MUSIC_ROCK,White and Rock / Metal - Harmony of Control and Chaos,COLOR_WHITE+MEDIA_MUSIC_ROCK,"White provides clarity and filtering, while Rock and Metal add high intensity and stimulation.
This harmony creates structured intensity — energy processed without overwhelm, sustaining focus under pressure."
,,,,COLOR,,,FALSE,,,,,,SOLO,SOLO_COLOR_BLACK,Black – The Quiet Storm,COLOR_BLACK,"Black provides controlled intensity and disciplined restraint, where energy is held and timed rather than immediately expressed.
This state creates sustained execution — focus consistent, actions deliberate, and performance resistant to disruption."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLACK_COLOR_RED,Black and Red - Synergy of Persistence and Passion,COLOR_BLACK+COLOR_RED,"Black provides discipline and endurance, while Red adds activation and drive.
This synergy creates sustained intensity — effort maintained over time, producing consistent, directed, and resilient performance."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLACK_PATTERN_CALM,Black and Calm - Synergy of Stillness and Composure,COLOR_BLACK+PATTERN_CALM,"Black provides depth and internal control, while Calm reduces emotional fluctuation.
This synergy creates uninterrupted focus — attention steady, effort consistent, and concentration maintained without strain."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLACK_MUSIC_ROCK,Black and Rock / Metal - Synergy of Power and Release,COLOR_BLACK+MEDIA_MUSIC_ROCK,"Black provides control and regulation, while Rock and Metal add high intensity and stimulation.
This synergy creates structured intensity — energy sustained under pressure, enhancing performance without loss of focus."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLACK_STORY_DRAMA,Black and Drama - Synergy of Shadow and Story,COLOR_BLACK+STORY_DRAMA,"Black provides depth and emotional control, while Drama adds narrative intensity and expression.
This synergy creates structured insight — emotion processed clearly, allowing complex meaning to be understood and retained."
,,,,COLOR,,,FALSE,,,,,,SYNERGY,SYNERGY_COLOR_BLACK_RECHARGE_READING,Black and Reading – Synergy of Depth and Insight,COLOR_BLACK+RECHARGE_READING,"Black provides reduced stimulation and internal focus, while reading adds structured external input.
This synergy creates immersive concentration — information processed deeply, enabling strong comprehension, retention, and reflection."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLACK_COLOR_WHITE,Black + White – Harmony of Shadow and Light,COLOR_BLACK+COLOR_WHITE,"Black provides depth and restraint, while White adds clarity and openness.
This harmony creates balanced perspective — opposing qualities integrated into stable, deliberate, and objective understanding."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLACK_COLOR_YELLOW,Black + Yellow – Harmony of Depth and Joy,COLOR_BLACK+COLOR_YELLOW,"Black provides focus and intensity, while Yellow adds clarity and optimism.
This harmony creates balanced energy — depth grounded, momentum sustained, and engagement steady without heaviness or scatter."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLACK_MUSIC_JAZZ,Black + Jazz / Lo-Fi – Harmony of Stillness and Flow,COLOR_BLACK+MEDIA_MUSIC_JAZZ,"Black provides controlled stillness and focus, while Jazz and Lo-Fi add rhythm and fluidity.
This harmony creates fluid concentration — attention sustained without strain, supporting adaptive thinking and continuous mental flow."
,,,,COLOR,,,FALSE,,,,,,HARMONY,HARMONY_COLOR_BLACK_ENV_NATURE_GARDENS,Black + Gardens & Blooming Space – Harmony of Strength and Renewal,COLOR_BLACK+ENV_NATURE_GARDENS,"Black provides structure and control, while gardens and blooming environments add growth and natural cycles. This harmony creates adaptive resilience — strength sustained over time, allowing renewal, expansion, and steady regeneration."
,,,,NAVIGATION,,,FALSE,,,,,,SOLO,SOLO_NAV_ACTION,I Make It Happen – The Engine of Momentum,NAV_ACTION,"Action provides decision, intent, and consistent execution. This state creates controlled progress — movement deliberate, repeatable, and results-oriented."
,,,,NAVIGATION,,,FALSE,,,,,,SYNERGY,SYNERGY_NAV_ACTION_COLOR_RED, “I Make It Happen” + Red – Synergy of Passion and Will,NAV_ACTION+COLOR_RED,"Action provides structure and follow-through, while Red adds intensity and drive. This synergy creates accelerated execution — effort immediate, directed, and continuously advancing."
,,,,NAVIGATION,,,FALSE,,,,,,SYNERGY,SYNERGY_NAV_ACTION_COLOR_ORANGE, “I Make It Happen” + Orange  – Synergy of Creativity and Drive,NAV_ACTION+COLOR_ORANGE,"Action provides structure and consistency, while Orange adds creativity and adaptability. This synergy creates dynamic progress — disciplined movement that remains flexible, original, and forward-moving."
,,,,NAVIGATION,,,FALSE,,,,,,SYNERGY,SYNERGY_NAV_ACTION_MEDIA_MUSIC_ROCK,Rock / Metal + “I Make It Happen” – Synergy of Grit and Motion,NAV_ACTION+MEDIA_MUSIC_ROCK,"Action provides direction and persistence, while Rock and Metal add intensity and force. This synergy creates relentless momentum — resistance absorbed, sustaining effort under pressure with locked focus."
